id,source,img_path,0,1,2,3,4,5
834,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000735.png, Yes , No , No , No , No , No 
835,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000736.png, Yes , No , No , No , No , No 
836,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000737.png, Yes , No , No , No , No , No 
837,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000738.png, Yes , No , No , No , No , No 
838,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000739.png, Yes , No , No , No , No , No 
839,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000740.png, Yes , No , No , No , No , No 
840,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000741.png, Yes , No , No , Yes , No , No 
841,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000742.png, Yes , No , No , No , No , No 
842,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000743.png, Yes , No , No , No , No , No 
843,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000744.png, Yes , No , No , No , No , No 
844,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000745.png, Yes , No , No , No , No , No 
845,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000746.png, Yes , No , No , No , No , No 
846,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000747.png, Yes , No , No , No , No , No 
847,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000748.png, Yes , No , No , Yes , Yes , No 
848,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000749.png, Yes , No , No , Yes , No , No 
849,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000750.png, Yes , No , No , Yes , No , No 
850,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000751.png, Yes , No , No , No , No , No 
851,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000752.png, Yes , No , No , No , No , No 
852,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000753.png, Yes , No , No , No , No , No 
853,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000754.png, Yes , No , No , Yes , Yes , No 
854,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000755.png, Yes , No , No , No , No , No 
855,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000756.png, Yes , No , No , No , No , No 
856,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000757.png, Yes , No , No , No , No , No 
857,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000758.png, Yes , No , No , Yes , Yes , No 
858,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000759.png, Yes , No , No , No , No , No 
859,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000760.png, Yes , No , No , No , No , No 
860,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000761.png, Yes , No , No , Yes , No , No 
861,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000762.png, Yes , No , No , No , No , No 
862,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000763.png, Yes , No , No , Yes , No , No 
863,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000764.png, Yes , No , No , No , No , No 
864,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000765.png, Yes , No , No , No , No , No 
865,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000766.png, Yes , No , No , No , No , No 
866,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000767.png, Yes , No , No , Yes , Yes , No 
867,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000768.png, Yes , No , No , No , No , No 
868,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000769.png, Yes , No , No , No , No , No 
869,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000770.png, Yes , No , No , No , No , No 
870,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000771.png, Yes , No , No , Yes , Yes , No 
871,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000772.png, Yes , No , No , No , No , No 
872,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000773.png, Yes , No , No , No , No , No 
873,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000774.png, Yes , No , No , Yes , Yes , No 
874,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000775.png, Yes , No , No , Yes , No , No 
875,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000776.png, Yes , No , No , No , No , No 
876,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000777.png, Yes , No , No , Yes , No , No 
877,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000778.png, Yes , No , No , No , No , No 
878,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000779.png, Yes , No , No , No , No , No 
879,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000780.png, Yes , No , No , Yes , No , No 
880,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000781.png, Yes , No , No , No , No , No 
881,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000782.png, Yes , No , No , Yes , No , No 
882,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000783.png, Yes , No , No , No , No , No 
883,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000784.png, Yes , No , No , No , No , No 
884,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000785.png, Yes , No , No , Yes , No , No 
885,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000786.png, Yes , No , No , Yes , No , No 
886,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000787.png, Yes , No , No , No , No , No 
887,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000788.png, Yes , No , No , No , No , No 
888,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000789.png, Yes , No , No , No , No , No 
889,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000790.png, Yes , No , No , No , No , No 
890,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000791.png, Yes , No , No , No , No , No 
891,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000792.png, Yes , No , No , No , No , No 
892,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000793.png, Yes , No , No , No , No , No 
893,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000794.png, Yes , No , No , No , No , No 
894,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000795.png, Yes , No , No , No , No , No 
895,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000796.png, Yes , No , No , No , No , No 
896,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000797.png, Yes , No , No , Yes , Yes , No 
897,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000798.png, Yes , No , No , Yes , No , No 
898,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000799.png, Yes , No , No , No , No , No 
899,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000800.png, Yes , No , No , Yes , No , No 
900,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000801.png, Yes , No , No , No , No , No 
901,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000802.png, Yes , No , No , No , No , No 
902,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000803.png, Yes , No , Yes , Yes , No , No 
903,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000804.png, Yes , No , No , No , No , No 
904,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000805.png, Yes , No , No , No , No , No 
905,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000806.png, Yes , No , No , No , No , No 
906,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000807.png, Yes , No , No , No , No , No 
907,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000808.png, Yes , No , No , No , No , No 
908,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000809.png, Yes , No , No , No , No , No 
909,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000810.png, Yes , No , No , No , No , No 
910,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000811.png, Yes , No , No , Yes , Yes , No 
911,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000812.png, Yes , No , No , No , No , No 
912,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000813.png, Yes , No , No , Yes , No , No 
913,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000814.png, Yes , No , No , No , No , No 
914,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000815.png, Yes , No , No , No , No , No 
915,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000816.png, Yes , No , No , No , No , No 
916,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000817.png, Yes , No , No , No , No , No 
917,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000818.png, Yes , No , No , No , No , No 
918,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000819.png, Yes , No , No , Yes , No , No 
919,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000820.png, Yes , No , No , No , No , No 
920,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000821.png, Yes , No , Yes , Yes , No , No 
921,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000822.png, Yes , No , No , No , No , No 
922,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000823.png, Yes , No , No , No , No , No 
923,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000824.png, Yes , No , No , Yes , No , No 
924,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000825.png, Yes , No , No , No , No , No 
925,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000826.png, Yes , No , No , No , No , No 
926,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000827.png, Yes , No , No , No , No , No 
927,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000828.png, Yes , No , No , No , No , No 
928,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000829.png, Yes , No , No , Yes , No , No 
929,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000830.png, Yes , No , No , No , No , No 
930,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000831.png, Yes , No , No , Yes , No , No 
931,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000832.png, Yes , No , No , Yes , Yes , No 
932,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000833.png, Yes , No , No , No , No , No 
933,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000834.png, Yes , Yes , No , No , No , No 
934,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000835.png, Yes , No , No , No , No , No 
935,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000836.png, Yes , No , No , No , No , No 
936,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000837.png, Yes , No , No , No , No , No 
937,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000838.png, Yes , No , No , No , No , No 
938,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000839.png, Yes , No , No , Yes , No , No 
939,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000840.png, Yes , No , No , No , No , No 
940,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000841.png, Yes , No , No , No , No , No 
941,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000842.png, Yes , No , No , No , No , No 
942,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000843.png, Yes , No , No , Yes , No , No 
943,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000844.png, Yes , No , No , Yes , Yes , No 
944,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000845.png, Yes , No , No , No , No , No 
945,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000846.png, Yes , No , No , Yes , No , No 
946,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000847.png, Yes , No , No , No , No , No 
947,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000848.png, Yes , No , No , No , No , No 
948,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000849.png, Yes , No , No , No , No , No 
949,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000850.png, Yes , No , No , Yes , No , No 
950,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000851.png, Yes , No , No , No , No , No 
951,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000852.png, Yes , No , No , No , No , No 
952,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000853.png, Yes , No , No , No , No , No 
953,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000854.png, Yes , No , No , No , No , No 
954,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000855.png, Yes , No , No , No , No , No 
955,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000856.png, Yes , No , No , Yes , No , No 
956,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000857.png, Yes , No , No , Yes , No , No 
957,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000858.png, Yes , No , No , Yes , No , No 
958,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000859.png, Yes , No , No , No , No , No 
959,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000860.png, Yes , No , Yes , No , No , No 
960,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000861.png, Yes , No , No , Yes , No , No 
961,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000862.png, Yes , No , No , No , No , No 
962,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000863.png, Yes , No , No , No , No , No 
963,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000864.png, Yes , No , No , No , No , No 
964,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000865.png, Yes , No , No , No , No , No 
965,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000866.png, Yes , No , No , Yes , No , No 
966,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000867.png, Yes , No , No , Yes , No , No 
967,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000868.png, Yes , No , No , Yes , No , No 
968,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000869.png, Yes , No , No , No , No , No 
969,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000870.png, Yes , No , No , No , No , No 
970,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000871.png, Yes , No , No , No , No , No 
971,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000872.png, Yes , No , No , No , No , No 
972,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000873.png, Yes , No , No , Yes , No , No 
973,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000874.png, Yes , No , No , Yes , No , No 
974,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000875.png, Yes , No , No , No , No , No 
975,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000876.png, Yes , No , No , No , No , No 
976,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000877.png, Yes , No , No , No , No , No 
977,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000878.png, Yes , No , No , No , No , No 
978,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000879.png, Yes , No , No , Yes , No , No 
979,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000880.png, Yes , No , No , No , No , No 
980,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000881.png, Yes , No , No , No , No , No 
981,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000882.png, Yes , No , No , No , No , No 
982,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000883.png, Yes , No , No , No , No , No 
983,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000884.png, Yes , No , No , No , No , No 
984,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000885.png, Yes , No , No , No , No , No 
985,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000886.png, Yes , No , No , No , No , No 
986,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000887.png, Yes , No , No , Yes , No , No 
987,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000888.png, Yes , No , No , Yes , No , No 
988,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000889.png, Yes , No , No , No , No , No 
989,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000890.png, Yes , No , Yes , Yes , No , No 
990,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000891.png, Yes , No , No , No , No , No 
991,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000892.png, Yes , No , No , No , No , No 
992,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000893.png, Yes , No , No , Yes , No , No 
993,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000894.png, Yes , No , No , No , No , No 
994,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000895.png, Yes , No , No , No , No , No 
995,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000896.png, Yes , No , No , No , No , No 
996,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000897.png, Yes , No , No , No , No , No 
997,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000898.png, Yes , No , No , No , No , No 
998,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000899.png, Yes , No , No , No , No , No 
999,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000900.png, Yes , No , No , No , No , No 
1000,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000901.png, Yes , No , No , Yes , No , No 
1001,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000902.png, Yes , No , No , No , No , No 
1002,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000903.png, Yes , No , No , No , No , No 
1003,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000904.png, Yes , No , No , No , No , No 
1004,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000905.png, Yes , No , No , Yes , Yes , No 
1005,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000906.png, Yes , No , No , No , No , No 
1006,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000907.png, Yes , No , No , No , No , No 
1007,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000908.png, Yes , No , No , No , No , No 
1008,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000909.png, Yes , No , No , Yes , No , No 
1009,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000910.png, Yes , No , No , No , No , No 
1010,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000911.png, Yes , No , No , No , No , No 
1011,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000912.png, Yes , No , No , No , No , No 
1012,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000913.png, Yes , No , No , No , No , No 
1013,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000914.png, Yes , No , No , No , No , No 
1014,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000915.png, Yes , No , No , Yes , No , No 
1015,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000916.png, Yes , No , No , No , No , No 
1016,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000917.png, Yes , No , No , No , No , No 
1017,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000918.png, Yes , No , No , No , No , No 
1018,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000919.png, Yes , No , No , No , No , No 
1019,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000920.png, Yes , No , No , Yes , Yes , No 
1020,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000921.png, Yes , No , No , No , No , No 
1021,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000922.png, Yes , No , No , Yes , No , No 
1022,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000923.png, Yes , No , No , No , No , No 
1023,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000924.png, Yes , No , No , No , No , No 
1024,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000925.png, Yes , No , No , No , No , No 
1025,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000926.png, Yes , No , No , Yes , Yes , No 
1026,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000927.png, Yes , No , No , Yes , No , No 
1027,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000928.png, Yes , No , No , Yes , Yes , No 
1028,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000929.png, Yes , No , No , No , No , No 
1029,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000930.png, Yes , No , No , Yes , Yes , No 
1030,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000931.png, Yes , No , No , No , No , No 
1031,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000932.png, Yes , No , Yes , Yes , Yes , No 
1032,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000933.png, Yes , No , No , No , No , No 
1033,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000934.png, Yes , No , No , Yes , Yes , No 
1034,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000935.png, Yes , No , No , No , No , No 
1035,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000936.png, Yes , No , No , No , No , No 
1036,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000937.png, Yes , No , No , No , No , No 
1037,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000938.png, Yes , No , No , No , No , No 
1038,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000939.png, Yes , No , No , No , No , No 
1039,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000940.png, Yes , No , No , No , No , No 
1040,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000941.png, Yes , No , No , No , No , No 
1041,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000942.png, Yes , No , No , No , No , No 
1042,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000943.png, Yes , No , No , No , No , No 
1043,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000944.png, Yes , No , No , No , No , No 
1044,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000945.png, Yes , No , No , No , No , No 
1045,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000946.png, Yes , No , No , No , No , No 
1046,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000947.png, Yes , No , No , No , No , No 
1047,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000948.png, Yes , No , No , Yes , No , No 
1048,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000949.png, Yes , No , No , No , No , No 
1049,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000950.png, Yes , No , No , No , No , No 
1050,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000951.png, Yes , No , No , No , No , No 
1051,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000952.png, Yes , No , No , Yes , No , No 
1052,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000953.png, Yes , No , No , Yes , No , No 
1053,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000954.png, Yes , No , No , No , No , No 
1054,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000955.png, Yes , No , No , Yes , No , No 
1055,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000956.png, Yes , No , No , Yes , No , No 
1056,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000957.png, Yes , No , No , No , No , No 
1057,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000958.png, Yes , No , No , No , No , No 
1058,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000959.png, Yes , No , No , No , No , No 
1059,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000960.png, Yes , No , No , No , No , No 
1060,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000961.png, Yes , No , No , Yes , No , No 
1061,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000962.png, Yes , No , No , No , No , No 
1062,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000963.png, Yes , No , No , Yes , No , No 
1063,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000964.png, Yes , No , No , No , No , No 
1064,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000965.png, Yes , No , No , No , No , No 
1065,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000966.png, Yes , No , No , No , No , No 
1066,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000967.png, Yes , No , No , Yes , No , No 
1067,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000968.png, Yes , Yes , No , No , No , No 
1068,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000969.png, Yes , No , No , No , No , No 
1069,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000970.png, Yes , No , No , Yes , Yes , No 
1070,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000971.png, Yes , No , No , Yes , No , No 
1071,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000972.png, Yes , No , No , No , No , No 
1072,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000973.png, Yes , No , No , No , No , No 
1073,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000974.png, Yes , No , No , No , No , No 
1074,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000975.png, Yes , No , No , No , No , No 
1075,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000976.png, Yes , No , No , Yes , Yes , No 
1076,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000977.png, Yes , No , No , No , No , No 
1077,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000978.png, Yes , No , No , No , No , No 
1078,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000979.png, Yes , No , No , No , No , No 
1079,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000980.png, Yes , No , No , No , No , No 
1080,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000981.png, Yes , No , No , No , No , No 
1081,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000982.png, Yes , No , Yes , No , No , No 
1082,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000983.png, Yes , No , No , Yes , Yes , No 
1083,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000984.png, Yes , No , No , No , No , No 
1084,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000985.png, Yes , No , No , No , No , No 
1085,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000986.png, Yes , No , No , No , No , No 
1086,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000987.png, Yes , No , No , No , No , No 
1087,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000988.png, Yes , No , No , Yes , No , No 
1088,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000989.png, Yes , No , No , Yes , Yes , No 
1089,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000990.png, Yes , No , No , Yes , No , No 
1090,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000991.png, Yes , No , No , No , No , No 
1091,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000992.png, Yes , No , No , No , No , No 
1092,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000993.png, Yes , No , No , Yes , Yes , No 
1093,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000994.png, Yes , No , No , No , No , No 
1094,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000995.png, Yes , No , No , No , No , No 
1095,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/000996.png, Yes , No , No , No , No , No 
